show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s1088,Movie,Broken Empire,Tom Bennett,"Actor 223, Actor 20, Actor 220, Actor 230, Actor 100, Actor 281",Canada,"May 18, 2021",2021,NR,84 min,"International TV Shows, Documentaries, Crime TV Shows",A heartwarming tale about survival.
s1089,TV Show,Forgotten Echo,,"Actor 208, Actor 71, Actor 277, Actor 25",Japan,"August 9, 2019",2016,TV-MA,7 Seasons,"Anime Series, Crime TV Shows",A thrilling tale about family.
s1090,Movie,Broken Journey,Maria Gonzalez,"Actor 94, Actor 5, Actor 18, Actor 277, Actor 171, Actor 167",India,"December 1, 2013",2011,TV-14,173 min,Comedies,A gripping tale about family.
s1091,Movie,Silent Truth,Susan Carter,"Actor 10, Actor 73, Actor 169, Actor 152, Actor 228, Actor 200",United States,"March 21, 2020",2019,TV-MA,111 min,"Anime Series, Crime TV Shows, Action & Adventure",A thrilling tale about love.
s1092,TV Show,A Storm,,"Actor 1, Actor 43, Actor 70",United Kingdom,"October 12, 2019",2017,TV-MA,1 Seasons,"Sci-Fi & Fantasy, Sports Movies",A gripping tale about family.
s1093,Movie,Midnight Legacy,Kenji Watanabe,"Actor 133, Actor 226, Actor 174, Actor 17",Spain,"February 25, 2019",2016,TV-G,150 min,Reality TV,A heartwarming tale about survival.
s1094,Movie,The Echo,Aisha Khan,"Actor 188, Actor 15, Actor 119, Actor 34, Actor 25, Actor 5",South Korea,"April 10, 2020",2016,TV-MA,86 min,"Sports Movies, Anime Series, Comedies",A gripping tale about love.
s1095,Movie,The Echo,Maria Gonzalez,"Actor 24, Actor 260, Actor 146, Actor 33, Actor 37",Germany,"February 8, 2020",2016,PG,172 min,"Anime Series, Documentaries, Kids' TV",A thrilling tale about love.
s1096,TV Show,Beyond Echo,,"Actor 291, Actor 175, Actor 76, Actor 24",Japan,"January 14, 2017",2017,TV-G,1 Season,"Anime Series, Romantic Movies",A dark tale about family.
s1097,Movie,Broken Code,Elena Petrova,"Actor 135, Actor 23, Actor 124, Actor 246, Actor 257",France,"December 7, 2020",2019,R,132 min,"International TV Shows, Anime Series",A thrilling tale about revenge.
s1098,Movie,Broken Game,Elena Petrova,"Actor 81, Actor 172, Actor 168, Actor 5, Actor 112",United Kingdom,"February 16, 2019",2019,R,108 min,"International TV Shows, Documentaries",A quirky tale about revenge.
s1099,Movie,Golden City,Tom Bennett,"Actor 299, Actor 32, Actor 96",Mexico,"April 26, 2021",2021,R,99 min,"Reality TV, Comedies",A gripping tale about family.
s1100,TV Show,The Heart,,"Actor 216, Actor 24",Japan,"September 14, 2019",2015,NR,5 Seasons,Documentaries,A gripping tale about family.
s1101,Movie,Golden Legacy,Kenji Watanabe,"Actor 4, Actor 145, Actor 172, Actor 234, Actor 172, Actor 289",Germany,"August 11, 2021",2020,TV-PG,71 min,Anime Series,A dark tale about survival.
s1102,Movie,Broken Kingdom,Maria Gonzalez,"Actor 215, Actor 92, Actor 5",,"June 12, 2021",2019,NR,83 min,International TV Shows,A quirky tale about survival.
s1103,TV Show,Lost Heart,,"Actor 1, Actor 228, Actor 59",India,"April 23, 2021",2020,NR,1 Seasons,Romantic Movies,A heartwarming tale about family.
s1104,Movie,Hidden Code,,"Actor 35, Actor 181, Actor 269",Nigeria,"August 24, 2017",2013,TV-MA,147 min,"Anime Series, Comedies",A quirky tale about family.
s1105,TV Show,Silent Truth,,"Actor 275, Actor 191, Actor 171",Germany,"June 19, 2021",2018,TV-G,8 Seasons,"Stand-Up Comedy, Comedies, Romantic Movies",A dark tale about ambition.
s1106,Movie,The Garden,Aisha Khan,"Actor 246, Actor 274, Actor 111",India,"October 5, 2021",2018,NR,176 min,"Thrillers, Documentaries, Sci-Fi & Fantasy",A dark tale about love.
s1107,Movie,Final Shadow,Rajiv Mehta,"Actor 264, Actor 71",United Kingdom,"March 1, 2021",2019,TV-MA,82 min,"Action & Adventure, Anime Series, International TV Shows",A dark tale about revenge.
s1108,Movie,Rising Legacy,Kenji Watanabe,"Actor 31, Actor 130, Actor 46",France,"November 7, 2018",2016,TV-PG,178 min,"Reality TV, Kids' TV, Stand-Up Comedy",A gripping tale about family.
s1109,Movie,Midnight Heart,,"Actor 6, Actor 65, Actor 7",United Kingdom,"January 9, 2011",2010,TV-PG,88 min,Documentaries,A quirky tale about survival.
s1110,Movie,Final Journey,Susan Carter,"Actor 191, Actor 100, Actor 22",,"September 3, 2021",2020,TV-Y,102 min,Romantic Movies,A thrilling tale about survival.
s1111,Movie,Eternal Empire,Rajiv Mehta,"Actor 119, Actor 226, Actor 234, Actor 236",Japan,"February 20, 2021",2017,NR,88 min,Sci-Fi & Fantasy,A gripping tale about family.
s1112,Movie,Hidden Story,David Lee,"Actor 241, Actor 153",South Korea,"March 19, 2020",2020,NR,87 min,Sci-Fi & Fantasy,A gripping tale about love.
s1113,Movie,Lost City,Tom Bennett,"Actor 199, Actor 201",United Kingdom,"April 4, 2014",2014,TV-Y,122 min,Kids' TV,A gripping tale about love.
s1114,Movie,Final Dream,David Lee,"Actor 236, Actor 21, Actor 197, Actor 120, Actor 202",,"September 26, 2018",2014,TV-Y,106 min,"Dramas, International TV Shows",A dark tale about love.
s1115,TV Show,Forgotten Shadow,,"Actor 19, Actor 226, Actor 221, Actor 201",Canada,"April 23, 2021",2019,R,7 Seasons,International TV Shows,A dark tale about survival.
s1116,Movie,Beyond Journey,Kenji Watanabe,"Actor 69, Actor 223, Actor 61, Actor 46, Actor 152",United Kingdom,"November 5, 2019",2016,PG,180 min,"Kids' TV, Stand-Up Comedy, Crime TV Shows",A thrilling tale about revenge.
s1117,Movie,Silent Empire,,"Actor 274, Actor 253",Brazil,"February 24, 2021",2021,TV-Y,78 min,"Action & Adventure, Stand-Up Comedy, International TV Shows",A gripping tale about ambition.
s1118,Movie,Broken Shadow,Maria Gonzalez,"Actor 287, Actor 174, Actor 123",,"August 6, 2016",2014,PG,145 min,Crime TV Shows,A dark tale about revenge.
s1119,Movie,Secret Legacy,Rajiv Mehta,"Actor 40, Actor 41, Actor 188",,"July 1, 2021",2019,PG,152 min,"Crime TV Shows, Reality TV",A quirky tale about survival.
s1120,TV Show,Hidden Storm,,"Actor 256, Actor 170, Actor 233, Actor 206",Brazil,"December 25, 2021",2019,PG,4 Seasons,Romantic Movies,A thrilling tale about ambition.
s1121,Movie,Rising Shadow,David Lee,"Actor 258, Actor 196, Actor 33, Actor 221, Actor 107",,"March 11, 2016",2016,PG-13,107 min,Kids' TV,A gripping tale about ambition.
s1122,Movie,Rising Echo,,"Actor 261, Actor 45, Actor 175, Actor 95",Nigeria,"June 26, 2018",2017,PG,133 min,"Romantic Movies, International TV Shows",A quirky tale about revenge.
s1123,Movie,Final Legacy,Rajiv Mehta,"Actor 142, Actor 70, Actor 123, Actor 189, Actor 61",France,"May 2, 2015",2015,PG-13,143 min,"Anime Series, Action & Adventure, Reality TV",A heartwarming tale about survival.
s1124,TV Show,Secret Garden,,"Actor 159, Actor 110, Actor 29, Actor 232",Brazil,"April 4, 2020",2017,TV-MA,1 Seasons,"Horror Movies, Stand-Up Comedy, Comedies",A quirky tale about ambition.
s1125,TV Show,Final Journey,,"Actor 62, Actor 41, Actor 189",Australia,"September 9, 2018",2018,PG,3 Seasons,"Reality TV, Horror Movies",A thrilling tale about revenge.
s1126,Movie,Final City,Elena Petrova,"Actor 137, Actor 256, Actor 25, Actor 58",Spain,"November 27, 2016",2015,TV-MA,148 min,"Romantic Movies, Sci-Fi & Fantasy, Crime TV Shows",A heartwarming tale about revenge.
s1127,TV Show,Golden Game,,"Actor 296, Actor 221, Actor 205",Mexico,"April 15, 2017",2016,TV-MA,2 Seasons,Horror Movies,A gripping tale about love.
s1128,TV Show,Rising Game,,"Actor 33, Actor 13, Actor 189, Actor 167, Actor 266, Actor 24",United States,"August 28, 2011",2010,TV-PG,3 Seasons,"Documentaries, Crime TV Shows",A quirky tale about revenge.
s1129,Movie,The Heart,Tom Bennett,"Actor 294, Actor 64, Actor 112",Nigeria,"August 6, 2017",2017,TV-MA,85 min,Action & Adventure,A quirky tale about ambition.
s1130,Movie,Lost Journey,,"Actor 91, Actor 14, Actor 96, Actor 295, Actor 249",Nigeria,"December 12, 2016",2015,PG,165 min,"Horror Movies, Action & Adventure, Reality TV",A heartwarming tale about revenge.
s1131,Movie,Lost Garden,Elena Petrova,"Actor 98, Actor 268, Actor 90",United States,"December 23, 2019",2016,R,160 min,"Action & Adventure, Documentaries",A heartwarming tale about survival.
s1132,Movie,Silent Dream,Rajiv Mehta,"Actor 204, Actor 47, Actor 26, Actor 283, Actor 236",United States,"October 16, 2021",2018,TV-14,157 min,"Sci-Fi & Fantasy, Documentaries, Action & Adventure",A quirky tale about family.
s1133,Movie,Golden Story,Kenji Watanabe,"Actor 52, Actor 182, Actor 284, Actor 114, Actor 286",Mexico,"December 3, 2019",2018,TV-G,145 min,"Romantic Movies, Stand-Up Comedy, Sci-Fi & Fantasy",A thrilling tale about ambition.
s1134,TV Show,Forgotten Truth,,"Actor 103, Actor 167, Actor 227, Actor 135, Actor 68",United Kingdom,"December 5, 2016",2015,TV-PG,3 Seasons,Horror Movies,A gripping tale about ambition.
s1135,Movie,Last Dream,,"Actor 79, Actor 95, Actor 92, Actor 182, Actor 208, Actor 30",South Korea,"June 7, 2019",2015,PG,143 min,Sports Movies,A quirky tale about revenge.
s1136,TV Show,Eternal Garden,,"Actor 126, Actor 35, Actor 59, Actor 273, Actor 29",France,"May 4, 2020",2017,R,1 Seasons,"Crime TV Shows, Action & Adventure, Kids' TV",A thrilling tale about family.
s1137,Movie,Midnight Journey,Rajiv Mehta,"Actor 113, Actor 198",United Kingdom,"September 26, 2017",2017,PG-13,144 min,"Action & Adventure, Anime Series",A quirky tale about love.
s1138,Movie,Midnight Code,Tom Bennett,"Actor 24, Actor 186, Actor 164, Actor 129, Actor 292",India,"June 3, 2020",2020,TV-Y,152 min,"Comedies, Sports Movies",A dark tale about love.
s1139,Movie,Secret Kingdom,,"Actor 296, Actor 193",Brazil,"June 15, 2021",2021,NR,123 min,"Sci-Fi & Fantasy, Documentaries",A gripping tale about survival.
s1140,TV Show,Forgotten Journey,,"Actor 130, Actor 87",South Korea,"February 20, 2021",2021,TV-G,2 Seasons,"Horror Movies, Comedies, Documentaries",A thrilling tale about family.
s1141,TV Show,Hidden Legacy,,"Actor 207, Actor 237, Actor 273, Actor 291, Actor 233",South Korea,"August 7, 2014",2010,TV-14,3 Seasons,"Sports Movies, Thrillers",A heartwarming tale about family.
s1142,TV Show,Forgotten Journey,,"Actor 225, Actor 200, Actor 15",Spain,"September 18, 2021",2021,TV-G,9 Seasons,"Action & Adventure, Reality TV",A heartwarming tale about ambition.
s1143,TV Show,Lost Code,,"Actor 104, Actor 60, Actor 47, Actor 196",Japan,"September 22, 2016",2016,PG,3 Seasons,Documentaries,A gripping tale about revenge.
s1144,Movie,A Dream,Rajiv Mehta,"Actor 249, Actor 194, Actor 140, Actor 145",Brazil,"August 1, 2021",2019,TV-MA,60 min,Romantic Movies,A dark tale about survival.
s1145,Movie,Secret City,,"Actor 255, Actor 206, Actor 153, Actor 294, Actor 230",Brazil,"February 14, 2020",2018,R,109 min,"Romantic Movies, Stand-Up Comedy",A gripping tale about love.
s1146,TV Show,The Kingdom,,"Actor 126, Actor 181, Actor 162, Actor 113, Actor 241",Canada,"May 19, 2013",2010,TV-Y,3 Seasons,"Comedies, Sports Movies",A dark tale about love.
s1147,Movie,Lost Truth,Maria Gonzalez,"Actor 106, Actor 26, Actor 190, Actor 239",Australia,"June 4, 2010",2008,TV-PG,127 min,Thrillers,A quirky tale about revenge.
s1148,Movie,Beyond Story,Aisha Khan,"Actor 149, Actor 269, Actor 287, Actor 292, Actor 172, Actor 202",Japan,"November 14, 2021",2021,R,98 min,"Sci-Fi & Fantasy, International TV Shows",A thrilling tale about revenge.
s1149,Movie,Secret Garden,Susan Carter,"Actor 63, Actor 203, Actor 292, Actor 126",Nigeria,"May 19, 2021",2019,TV-G,96 min,Anime Series,A thrilling tale about survival.
s1150,Movie,Silent Garden,,"Actor 88, Actor 75, Actor 115, Actor 25, Actor 169, Actor 257",South Korea,"December 7, 2016",2013,NR,142 min,"Anime Series, Reality TV, International TV Shows",A gripping tale about revenge.
s1151,Movie,The Echo,,"Actor 67, Actor 32, Actor 89, Actor 59, Actor 246",Nigeria,"May 28, 2013",2011,NR,104 min,International TV Shows,A quirky tale about love.
s1152,Movie,Forgotten Heart,Kenji Watanabe,"Actor 20, Actor 126, Actor 6",United States,"July 28, 2020",2016,PG-13,108 min,Documentaries,A dark tale about revenge.
s1153,Movie,Rising Kingdom,Kenji Watanabe,"Actor 55, Actor 70, Actor 59, Actor 105",Australia,"July 28, 2021",2020,PG,127 min,"Anime Series, Romantic Movies, Action & Adventure",A thrilling tale about ambition.
s1154,Movie,Eternal Empire,Elena Petrova,"Actor 285, Actor 221",Nigeria,"October 7, 2016",2012,TV-14,93 min,"Crime TV Shows, Kids' TV, International TV Shows",A heartwarming tale about love.
s1155,TV Show,Broken Truth,,"Actor 44, Actor 38, Actor 115",,"January 7, 2020",2018,PG-13,3 Seasons,"Documentaries, Horror Movies",A heartwarming tale about family.
s1156,TV Show,Beyond Shadow,,"Actor 150, Actor 94, Actor 136, Actor 209, Actor 107",Mexico,"April 22, 2015",2013,TV-G,7 Seasons,"Stand-Up Comedy, Horror Movies, Sci-Fi & Fantasy",A quirky tale about ambition.
s1157,TV Show,The City,,"Actor 73, Actor 292, Actor 144, Actor 196",Nigeria,"March 26, 2019",2019,TV-14,8 Seasons,"Comedies, Thrillers",A thrilling tale about revenge.
s1158,TV Show,Secret Legacy,,"Actor 30, Actor 80, Actor 117, Actor 275",Nigeria,"January 6, 2021",2020,TV-PG,9 Seasons,"Romantic Movies, Crime TV Shows",A heartwarming tale about survival.
s1159,TV Show,Lost Empire,,"Actor 102, Actor 103, Actor 69",Germany,"April 1, 2021",2021,TV-PG,1 Seasons,"Romantic Movies, Anime Series",A gripping tale about revenge.
s1160,Movie,The Legacy,Rajiv Mehta,"Actor 102, Actor 130, Actor 210",Spain,"November 14, 2017",2017,TV-G,106 min,Thrillers,A quirky tale about revenge.
s1161,TV Show,Hidden Heart,,"Actor 162, Actor 128, Actor 30, Actor 89",France,"January 3, 2020",2019,TV-PG,4 Seasons,"Reality TV, Thrillers",A heartwarming tale about revenge.
s1162,Movie,Secret Code,Kenji Watanabe,"Actor 66, Actor 277",France,"December 26, 2021",2018,TV-MA,71 min,"Stand-Up Comedy, Documentaries",A heartwarming tale about revenge.
s1163,Movie,Final Dream,Rajiv Mehta,"Actor 212, Actor 133, Actor 280, Actor 237, Actor 53",,"June 27, 2021",2021,PG-13,112 min,Anime Series,A dark tale about revenge.
s1164,TV Show,The Truth,,"Actor 278, Actor 117, Actor 275, Actor 226",United Kingdom,"November 5, 2021",2020,PG,9 Seasons,Documentaries,A thrilling tale about ambition.
s1165,Movie,Hidden Garden,Aisha Khan,"Actor 202, Actor 274, Actor 145, Actor 131, Actor 260",Australia,"August 8, 2021",2020,R,117 min,"Sci-Fi & Fantasy, Comedies, Sports Movies",A heartwarming tale about family.
s1166,Movie,A Kingdom,Susan Carter,"Actor 235, Actor 263, Actor 22, Actor 121, Actor 178, Actor 284",South Korea,"January 22, 2021",2020,TV-14,118 min,Reality TV,A quirky tale about love.
s1167,TV Show,Forgotten Storm,,"Actor 78, Actor 181, Actor 54",Brazil,"May 23, 2021",2021,PG,3 Seasons,"Sports Movies, Sci-Fi & Fantasy, Comedies",A quirky tale about family.
s1168,Movie,Last Echo,Elena Petrova,"Actor 131, Actor 128, Actor 113, Actor 286, Actor 233",United Kingdom,"May 5, 2016",2014,TV-PG,74 min,"Documentaries, Romantic Movies",A thrilling tale about love.
s1169,Movie,Eternal Truth,Maria Gonzalez,"Actor 1, Actor 277, Actor 101",Canada,"May 15, 2021",2021,TV-MA,99 min,"Reality TV, Kids' TV, Thrillers",A dark tale about ambition.
s1170,Movie,Midnight Kingdom,Tom Bennett,"Actor 11, Actor 86, Actor 6, Actor 192, Actor 194",Nigeria,"February 20, 2020",2018,PG,84 min,"Thrillers, Sports Movies, International TV Shows",A dark tale about revenge.
s1171,Movie,Eternal Storm,Maria Gonzalez,"Actor 163, Actor 213, Actor 120",France,"August 11, 2018",2015,TV-PG,80 min,"Anime Series, Documentaries",A gripping tale about survival.
s1172,Movie,Broken Dream,,"Actor 73, Actor 69",United States,"December 6, 2021",2019,TV-PG,135 min,"Comedies, Sports Movies",A thrilling tale about survival.
s1173,Movie,Last Heart,Aisha Khan,"Actor 298, Actor 206, Actor 120, Actor 224",Canada,"November 14, 2019",2018,TV-PG,165 min,"Stand-Up Comedy, International TV Shows, Horror Movies",A heartwarming tale about family.
s1174,Movie,A Dream,,"Actor 264, Actor 14, Actor 283, Actor 174",India,"April 21, 2015",2015,NR,157 min,Dramas,A thrilling tale about ambition.
s1175,Movie,Rising Legacy,Kenji Watanabe,"Actor 43, Actor 91",,"February 12, 2015",2014,PG-13,125 min,"Sports Movies, Comedies, Stand-Up Comedy",A thrilling tale about ambition.
s1176,Movie,Broken City,David Lee,"Actor 256, Actor 206, Actor 153, Actor 5, Actor 54, Actor 299",India,"September 18, 2020",2018,TV-MA,109 min,"International TV Shows, Sci-Fi & Fantasy",A heartwarming tale about family.
s1177,Movie,Broken Journey,,"Actor 255, Actor 227, Actor 269, Actor 246, Actor 126, Actor 161",Germany,"November 13, 2019",2016,PG-13,171 min,"Stand-Up Comedy, International TV Shows",A gripping tale about ambition.
s1178,Movie,Last Legacy,Tom Bennett,"Actor 58, Actor 73, Actor 224",Nigeria,"April 6, 2014",2014,TV-MA,99 min,"Comedies, Dramas, International TV Shows",A heartwarming tale about ambition.
s1179,Movie,Beyond Garden,Susan Carter,"Actor 249, Actor 262, Actor 291, Actor 58",India,"August 5, 2021",2018,TV-Y,135 min,"Anime Series, Sports Movies, International TV Shows",A dark tale about ambition.
s1180,Movie,Last City,Maria Gonzalez,"Actor 282, Actor 11",United States,"July 14, 2018",2015,TV-MA,154 min,"Stand-Up Comedy, Documentaries, Sports Movies",A gripping tale about family.
s1181,Movie,Final Legacy,Kenji Watanabe,"Actor 173, Actor 100, Actor 279, Actor 203, Actor 97, Actor 50",United States,"June 26, 2016",2016,TV-PG,94 min,Sports Movies,A dark tale about revenge.
s1182,Movie,The Echo,Aisha Khan,"Actor 83, Actor 214, Actor 88, Actor 290, Actor 32, Actor 31",Spain,"March 27, 2020",2017,TV-G,156 min,"Sports Movies, Action & Adventure",A heartwarming tale about revenge.
s1183,TV Show,Final Legacy,,"Actor 198, Actor 105, Actor 110, Actor 248, Actor 209, Actor 43",Germany,"November 18, 2016",2016,TV-Y,3 Seasons,"Comedies, Action & Adventure",A quirky tale about ambition.
s1184,Movie,Forgotten Story,Rajiv Mehta,"Actor 98, Actor 80",Mexico,"April 8, 2019",2018,TV-PG,72 min,"Kids' TV, Reality TV, Sports Movies",A heartwarming tale about love.
s1185,TV Show,Golden Code,,"Actor 33, Actor 271, Actor 245, Actor 167, Actor 11, Actor 208",,"February 21, 2021",2018,TV-MA,7 Seasons,"Documentaries, Dramas, Horror Movies",A dark tale about ambition.
s1186,Movie,Eternal Empire,Tom Bennett,"Actor 39, Actor 66, Actor 240",Brazil,"February 15, 2020",2017,NR,148 min,Crime TV Shows,A dark tale about survival.
s1187,Movie,Silent Storm,Maria Gonzalez,"Actor 154, Actor 180, Actor 255, Actor 92, Actor 9, Actor 78",Australia,"December 27, 2019",2017,TV-Y,128 min,"Sci-Fi & Fantasy, Documentaries",A dark tale about love.
s1188,Movie,A Journey,Aisha Khan,"Actor 105, Actor 158, Actor 260, Actor 290, Actor 84",Japan,"May 22, 2020",2016,TV-Y,140 min,"Dramas, Sci-Fi & Fantasy, Thrillers",A thrilling tale about revenge.
s1189,Movie,Hidden Kingdom,Elena Petrova,"Actor 244, Actor 74, Actor 211, Actor 217",Brazil,"February 25, 2021",2021,TV-G,133 min,"Romantic Movies, Thrillers, Dramas",A dark tale about family.
s1190,Movie,Hidden Game,Tom Bennett,"Actor 131, Actor 287, Actor 181, Actor 293, Actor 146",South Korea,"April 26, 2020",2016,NR,168 min,"Comedies, Romantic Movies",A quirky tale about revenge.
